study,treatment,pid,m3_b3
14,m2,GZRWQ,
14,m2,HARNQ,
14,m2,HBEWR,
14,m2,HBQXZ,
14,m2,HEJKB,
14,m2,HFNSC,
14,m2,HJBDQ,
14,m2,HJEZS,
14,m2,IBCCH,
14,m2,ITXLG,
14,m2,IXRCJ,
14,m2,JAYYJ,
14,m2,JDVOM,
14,m2,JFFDX,
14,m2,JJAGL,
14,m2,JUSNB,
14,m2,JVWRC,
14,m2,JXCTF,
14,m2,KBPUC,
14,m2,KCPRJ,
14,m2,KIYTT,
14,m2,KRWHP,
14,m2,KSQVW,
14,m2,LFMEQ,
14,m2,LYFOV,
14,m2,MHKGW,
14,m2,MLXQY,
14,m2,MPQVV,
14,m2,MWDSM,
14,m2,MWTSC,
14,m2,MXZEG,
14,m2,NDNSG,
14,m2,NERZB,
14,m2,OEXJH,
14,m2,OJYDQ,
14,m2,OLPSA,
14,m2,OPSPN,
14,m2,OTJYA,
14,m2,PDSGL,
14,m2,PGVWP,
14,m2,PPZPY,
14,m2,PVBVQ,
14,m2,PWJJQ,
14,m2,QCTQV,
14,m2,QRNNV,
14,m2,QYBZC,
14,m2,RJKJF,
14,m2,RKDZV,
14,m2,RKTOH,
14,m2,RQOBK,
14,m2,RTXTZ,
14,m2,RZIII,
14,m2,SKXRF,
14,m2,SNNRO,
14,m2,SOOYS,
14,m2,SVOWQ,
14,m2,SXMNT,
14,m2,TDFNU,
14,m2,TDLLY,
14,m2,TICTG,
14,m2,TLEEF,
14,m2,TNUTC,
14,m2,TPMTB,
14,m2,TQUSO,
14,m2,TVNAD,
14,m2,TYDLF,
14,m2,TZHAK,
14,m2,UFEYS,
14,m2,UONRK,
14,m2,UXMBH,
14,m2,UYSCS,
14,m2,VBFGR,
14,m2,VEOXL,
14,m2,VHWFI,
14,m2,VQQGL,
14,m2,VSYYJ,
14,m2,WEESC,
14,m2,WEZFA,
14,m2,WOVCG,
14,m2,WTOCY,
14,m2,WUKAA,
14,m2,XDCSW,
14,m2,XEPOZ,
14,m2,XJMAV,
14,m2,XMREM,
14,m2,XPQFY,
14,m2,YIQTI,
14,m2,YJPRG,
14,m2,YKWAH,
14,m2,YMKYG,
14,m2,YPCFD,
14,m2,YQXIE,
14,m2,YUMWF,
14,m2,YYYQL,
14,m2,ZHMDL,
14,m2,ZJGNP,
14,m3,AFKFA,0.400000006
14,m3,AYJQH,0.25
14,m3,BGRYT,0
14,m3,BNSRX,0.600000024
14,m3,BRCTI,0.699999988
14,m3,BUTQG,0.400000006
14,m3,BXBPO,0.600000024
14,m3,BYUFT,0.75999999
14,m3,CQEXW,0.550000012
14,m3,CTDTP,0.800000012
14,m3,CTPQT,0.25
14,m3,DDLIA,0.300000012
14,m3,DMIIF,0.300000012
14,m3,DOPUB,0.699999988
14,m3,EALGQ,0.100000001
14,m3,EXHNR,0.5
14,m3,FFVHW,0.100000001
14,m3,FJTDI,0.699999988
14,m3,FOMBY,0.649999976
14,m3,FRHWQ,0.400000006
14,m3,GCPKB,0.5
14,m3,GFHGK,0.699999988
14,m3,GLYRR,0.300000012
14,m3,GOQTH,0.800000012
14,m3,HDWQD,0.200000003
14,m3,HKTWT,0.5
14,m3,HSACH,0.600000024
14,m3,HWAXH,0.100000001
14,m3,HWHKM,0.200000003
14,m3,HXXGB,0.200000003
14,m3,IEZOP,0.100000001
14,m3,IKPCK,0.5
14,m3,IXIJM,0
14,m3,JDMRD,0.5
14,m3,JERHM,0.769999981
14,m3,JJWQH,0.75
14,m3,KGDEO,0.349999994
14,m3,KMTVC,0.800000012
14,m3,KPQUF,0.800000012
14,m3,KXHZX,0.300000012
14,m3,KYQVB,0.200000003
14,m3,LCSDI,0.800000012
14,m3,LJPBD,0.899999976
14,m3,LMKYB,0.300000012
14,m3,LVFGB,0.300000012
14,m3,LXMYX,0.300000012
14,m3,LYXBB,0.800000012
14,m3,MLVJZ,0.800000012
14,m3,MMOYA,1
14,m3,MNRLM,0.5
14,m3,MQOED,0.970000029
14,m3,MREFB,0.699999988
14,m3,MUPMA,0.75
14,m3,MYWHH,0.699999988
14,m3,NLTVU,0.25
14,m3,NQYQN,0.050000001
14,m3,OAKPV,0.200000003
14,m3,OCSVL,0.349999994
14,m3,ODNWH,0.050000001
14,m3,OOJMX,0.400000006
14,m3,OPAXV,0.200000003
14,m3,PEOLU,0.400000006
14,m3,PHTZT,0.5
14,m3,POXNY,0.400000006
14,m3,PYBWP,0.600000024
14,m3,PZCZV,0.100000001
14,m3,QECXS,0.150000006
14,m3,QHNUD,0.5
14,m3,QKAZU,0.600000024
14,m3,QRVVY,0.449999988
14,m3,QVBAP,0.949999988
14,m3,QXEPS,0.400000006
14,m3,REAVM,0.439999998
14,m3,RLFXE,0.150000006
14,m3,RRFWI,0.5
14,m3,RRKTM,0.600000024
14,m3,RSFYN,0.430000007
14,m3,SIBYL,0.200000003
14,m3,SLETN,0.600000024
14,m3,SLKSA,0.699999988
14,m3,SNJRM,0.200000003
14,m3,TPCGC,0.800000012
14,m3,USYLJ,0.400000006
14,m3,UUYLF,0.5
14,m3,UWXVV,0.699999988
14,m3,VTIEK,0.800000012
14,m3,VTWWG,0.600000024
14,m3,VWIIZ,0.699999988
14,m3,VWQJN,0.200000003
14,m3,VWTHZ,0.400000006
14,m3,WOZHY,0.150000006
14,m3,WSKMW,0.400000006
14,m3,WTZSC,0.400000006
14,m3,WVBUA,0.400000006
14,m3,XCRTP,0.300000012
14,m3,XYJIX,0.050000001
14,m3,YEXRD,0.200000003
14,m3,YGDVU,0.5
14,m3,YHEMK,0.300000012
14,m3,YHGBZ,0.600000024
14,m3,YIPBA,0.649999976
14,m3,YSSFZ,0.850000024
14,m3,ZCZJN,0.300000012
14,m3,ZDOYC,0.300000012
15,m2,AGNPX,
15,m2,AIRBM,
15,m2,ARLEI,
15,m2,BBECX,
15,m2,BHPTI,
15,m2,BIYDE,
15,m2,BKCFP,
15,m2,BNPKB,
15,m2,BZRFC,
15,m2,CHIBT,
15,m2,CHJWI,
15,m2,COGEW,
15,m2,CUCGB,
15,m2,CYLLX,
15,m2,CYWGM,
15,m2,DBEOL,
15,m2,DCRKI,
15,m2,DLIYI,
15,m2,DOPFI,
15,m2,DPJYN,
15,m2,DRIUI,
15,m2,DSMMR,
15,m2,DUYEG,
15,m2,EDRGS,
15,m2,EFVYH,
15,m2,EMHKN,
15,m2,FDEEF,
15,m2,FGOQM,
15,m2,FTHMZ,
15,m2,FZDWW,
15,m2,FZMNK,
15,m2,GLFJZ,
15,m2,GZRWQ,
15,m2,HARNQ,
15,m2,HBEWR,
15,m2,HBQXZ,
15,m2,HEJKB,
15,m2,HFNSC,
15,m2,HJBDQ,
15,m2,HJEZS,
15,m2,IBCCH,
15,m2,ITXLG,
15,m2,IXRCJ,
15,m2,JAYYJ,
15,m2,JDVOM,
15,m2,JFFDX,
15,m2,JJAGL,
15,m2,JUSNB,
15,m2,JVWRC,
15,m2,JXCTF,
15,m2,KBPUC,
15,m2,KCPRJ,
15,m2,KIYTT,
15,m2,KRWHP,
15,m2,KSQVW,
15,m2,LFMEQ,
15,m2,LYFOV,
15,m2,MHKGW,
15,m2,MLXQY,
15,m2,MPQVV,
15,m2,MWDSM,
15,m2,MWTSC,
15,m2,MXZEG,
15,m2,NDNSG,
15,m2,NERZB,
15,m2,OEXJH,
15,m2,OJYDQ,
15,m2,OLPSA,
15,m2,OPSPN,
15,m2,OTJYA,
15,m2,PDSGL,
15,m2,PGVWP,
15,m2,PPZPY,
15,m2,PVBVQ,
15,m2,PWJJQ,
15,m2,QCTQV,
15,m2,QRNNV,
15,m2,QYBZC,
15,m2,RJKJF,
15,m2,RKDZV,
15,m2,RKTOH,
15,m2,RQOBK,
15,m2,RTXTZ,
15,m2,RZIII,
15,m2,SKXRF,
15,m2,SNNRO,
15,m2,SOOYS,
15,m2,SVOWQ,
15,m2,SXMNT,
15,m2,TDFNU,
15,m2,TDLLY,
15,m2,TICTG,
15,m2,TLEEF,
15,m2,TNUTC,
15,m2,TPMTB,
15,m2,TQUSO,
15,m2,TVNAD,
15,m2,TYDLF,
15,m2,TZHAK,
15,m2,UFEYS,
15,m2,UONRK,
15,m2,UXMBH,
15,m2,UYSCS,
15,m2,VBFGR,
15,m2,VEOXL,
15,m2,VHWFI,
15,m2,VQQGL,
15,m2,VSYYJ,
15,m2,WEESC,
15,m2,WEZFA,
15,m2,WOVCG,
15,m2,WTOCY,
15,m2,WUKAA,
15,m2,XDCSW,
15,m2,XEPOZ,
15,m2,XJMAV,
15,m2,XMREM,
15,m2,XPQFY,
15,m2,YIQTI,
15,m2,YJPRG,
15,m2,YKWAH,
15,m2,YMKYG,
15,m2,YPCFD,
15,m2,YQXIE,
15,m2,YUMWF,
15,m2,YYYQL,
15,m2,ZHMDL,
15,m2,ZJGNP,
15,m3,AFKFA,0.100000001
15,m3,AYJQH,0.300000012
15,m3,BGRYT,0
15,m3,BNSRX,0.800000012
15,m3,BRCTI,0.100000001
15,m3,BUTQG,0.050000001
15,m3,BXBPO,0.400000006
15,m3,BYUFT,0.050000001
15,m3,CQEXW,0.150000006
15,m3,CTDTP,0.100000001
15,m3,CTPQT,0.150000006
15,m3,DDLIA,0.25
15,m3,DMIIF,0.200000003
15,m3,DOPUB,0.600000024
15,m3,EALGQ,0.150000006
15,m3,EXHNR,0.200000003
15,m3,FFVHW,0.100000001
15,m3,FJTDI,0.150000006
15,m3,FOMBY,0.600000024
15,m3,FRHWQ,0.050000001
15,m3,GCPKB,0.5
15,m3,GFHGK,0.100000001
15,m3,GLYRR,0.200000003
15,m3,GOQTH,0.5
15,m3,HDWQD,0.100000001
15,m3,HKTWT,0.200000003
15,m3,HSACH,0.100000001
15,m3,HWAXH,0.75
15,m3,HWHKM,0.200000003
15,m3,HXXGB,0.050000001
15,m3,IEZOP,0
15,m3,IKPCK,0
15,m3,IXIJM,0.400000006
15,m3,JDMRD,0.050000001
15,m3,JERHM,0.25
15,m3,JJWQH,0.25
15,m3,KGDEO,0.300000012
15,m3,KMTVC,0.400000006
15,m3,KPQUF,0
15,m3,KXHZX,0.600000024
15,m3,KYQVB,0.25
15,m3,LCSDI,0.699999988
15,m3,LJPBD,0.5
15,m3,LMKYB,0
15,m3,LVFGB,0.01
15,m3,LXMYX,0.200000003
15,m3,LYXBB,0.400000006
15,m3,MLVJZ,0.400000006
15,m3,MMOYA,0.400000006
15,m3,MNRLM,0.100000001
15,m3,MQOED,0.699999988
15,m3,MREFB,0.300000012
15,m3,MUPMA,0.400000006
15,m3,MYWHH,0.100000001
15,m3,NLTVU,0.400000006
15,m3,NQYQN,0.050000001
15,m3,OAKPV,0.100000001
15,m3,OCSVL,0.200000003
15,m3,ODNWH,0
15,m3,OOJMX,0.050000001
15,m3,OPAXV,0.699999988
15,m3,PEOLU,0.200000003
15,m3,PHTZT,0.029999999
15,m3,POXNY,0.400000006
15,m3,PYBWP,0.200000003
15,m3,PZCZV,0.100000001
15,m3,QECXS,0.150000006
15,m3,QHNUD,0.150000006
15,m3,QKAZU,0.25
15,m3,QRVVY,0.200000003
15,m3,QVBAP,0.200000003
15,m3,QXEPS,0.200000003
15,m3,REAVM,0.200000003
15,m3,RLFXE,0.059999999
15,m3,RRFWI,0.400000006
15,m3,RRKTM,0.600000024
15,m3,RSFYN,0.300000012
15,m3,SIBYL,0.400000006
15,m3,SLETN,0.400000006
15,m3,SLKSA,0.400000006
15,m3,SNJRM,0.100000001
15,m3,TPCGC,0.300000012
15,m3,USYLJ,0
15,m3,UUYLF,0.150000006
15,m3,UWXVV,0.400000006
15,m3,VTIEK,0.400000006
15,m3,VTWWG,0.200000003
15,m3,VWIIZ,0.400000006
15,m3,VWQJN,0.400000006
15,m3,VWTHZ,0.699999988
15,m3,WOZHY,0.100000001
15,m3,WSKMW,0.400000006
15,m3,WTZSC,0.400000006
15,m3,WVBUA,0.5
15,m3,XCRTP,0.200000003
15,m3,XYJIX,0.100000001
15,m3,YEXRD,0.150000006
15,m3,YGDVU,0.200000003
15,m3,YHEMK,0.200000003
15,m3,YHGBZ,0
15,m3,YIPBA,0.100000001
15,m3,YSSFZ,0.050000001
15,m3,ZCZJN,0.200000003
15,m3,ZDOYC,0
16,m2,AGNPX,
16,m2,AIRBM,
16,m2,ARLEI,
16,m2,BBECX,
16,m2,BHPTI,
16,m2,BIYDE,
16,m2,BKCFP,
16,m2,BNPKB,
16,m2,BZRFC,
16,m2,CHIBT,
16,m2,CHJWI,
16,m2,COGEW,
16,m2,CUCGB,
16,m2,CYLLX,
16,m2,CYWGM,
16,m2,DBEOL,
16,m2,DCRKI,
16,m2,DLIYI,
16,m2,DOPFI,
16,m2,DPJYN,
16,m2,DRIUI,
16,m2,DSMMR,
16,m2,DUYEG,
16,m2,EDRGS,
16,m2,EFVYH,
16,m2,EMHKN,
16,m2,FDEEF,
16,m2,FGOQM,
16,m2,FTHMZ,
16,m2,FZDWW,
16,m2,FZMNK,
16,m2,GLFJZ,
16,m2,GZRWQ,
16,m2,HARNQ,
16,m2,HBEWR,
16,m2,HBQXZ,
16,m2,HEJKB,
16,m2,HFNSC,
16,m2,HJBDQ,
16,m2,HJEZS,
16,m2,IBCCH,
16,m2,ITXLG,
16,m2,IXRCJ,
16,m2,JAYYJ,
16,m2,JDVOM,
16,m2,JFFDX,
16,m2,JJAGL,
16,m2,JUSNB,
16,m2,JVWRC,
16,m2,JXCTF,
16,m2,KBPUC,
16,m2,KCPRJ,
16,m2,KIYTT,
16,m2,KRWHP,
16,m2,KSQVW,
16,m2,LFMEQ,
16,m2,LYFOV,
16,m2,MHKGW,
16,m2,MLXQY,
16,m2,MPQVV,
16,m2,MWDSM,
16,m2,MWTSC,
16,m2,MXZEG,
16,m2,NDNSG,
16,m2,NERZB,
16,m2,OEXJH,
16,m2,OJYDQ,
16,m2,OLPSA,
16,m2,OPSPN,
16,m2,OTJYA,
16,m2,PDSGL,
16,m2,PGVWP,
16,m2,PPZPY,
16,m2,PVBVQ,
16,m2,PWJJQ,
16,m2,QCTQV,
16,m2,QRNNV,
16,m2,QYBZC,
16,m2,RJKJF,
16,m2,RKDZV,
16,m2,RKTOH,
16,m2,RQOBK,
16,m2,RTXTZ,
16,m2,RZIII,
16,m2,SKXRF,
16,m2,SNNRO,
16,m2,SOOYS,
16,m2,SVOWQ,
16,m2,SXMNT,
16,m2,TDFNU,
16,m2,TDLLY,
16,m2,TICTG,
16,m2,TLEEF,
16,m2,TNUTC,
16,m2,TPMTB,
16,m2,TQUSO,
16,m2,TVNAD,
16,m2,TYDLF,
16,m2,TZHAK,
16,m2,UFEYS,
16,m2,UONRK,
16,m2,UXMBH,
16,m2,UYSCS,
16,m2,VBFGR,
16,m2,VEOXL,
16,m2,VHWFI,
16,m2,VQQGL,
16,m2,VSYYJ,
16,m2,WEESC,
16,m2,WEZFA,
16,m2,WOVCG,
16,m2,WTOCY,
16,m2,WUKAA,
16,m2,XDCSW,
16,m2,XEPOZ,
16,m2,XJMAV,
16,m2,XMREM,
16,m2,XPQFY,
16,m2,YIQTI,
16,m2,YJPRG,
16,m2,YKWAH,
16,m2,YMKYG,
16,m2,YPCFD,
16,m2,YQXIE,
16,m2,YUMWF,
16,m2,YYYQL,
16,m2,ZHMDL,
16,m2,ZJGNP,
16,m3,AFKFA,0.300000012
16,m3,AYJQH,0.25
16,m3,BGRYT,0
16,m3,BNSRX,0.699999988
16,m3,BRCTI,0.699999988
16,m3,BUTQG,0.400000006
16,m3,BXBPO,0.400000006
16,m3,BYUFT,0.310000002
16,m3,CQEXW,0.200000003
16,m3,CTDTP,0.300000012
16,m3,CTPQT,0.200000003
16,m3,DDLIA,0.25
16,m3,DMIIF,0.899999976
16,m3,DOPUB,0.899999976
16,m3,EALGQ,0.200000003
16,m3,EXHNR,0.050000001
16,m3,FFVHW,0.800000012
16,m3,FJTDI,0.800000012
16,m3,FOMBY,0.800000012
16,m3,FRHWQ,0.800000012
16,m3,GCPKB,0.800000012
16,m3,GFHGK,0.75
16,m3,GLYRR,0.200000003
16,m3,GOQTH,0.300000012
16,m3,HDWQD,0.330000013
16,m3,HKTWT,0.400000006
16,m3,HSACH,0.600000024
16,m3,HWAXH,0.300000012
16,m3,HWHKM,0.5
16,m3,HXXGB,0.200000003
16,m3,IEZOP,0.100000001
16,m3,IKPCK,0.100000001
16,m3,IXIJM,0
16,m3,JDMRD,0.649999976
16,m3,JERHM,0.649999976
16,m3,JJWQH,0.699999988
16,m3,KGDEO,0.400000006
16,m3,KMTVC,0.600000024
16,m3,KPQUF,0.5
16,m3,KXHZX,0.400000006
16,m3,KYQVB,0.349999994
16,m3,LCSDI,0.850000024
16,m3,LJPBD,0.400000006
16,m3,LMKYB,0.600000024
16,m3,LVFGB,0
16,m3,LXMYX,0.25
16,m3,LYXBB,0.200000003
16,m3,MLVJZ,0.100000001
16,m3,MMOYA,0.200000003
16,m3,MNRLM,0.300000012
16,m3,MQOED,0.970000029
16,m3,MREFB,0.699999988
16,m3,MUPMA,0.5
16,m3,MYWHH,0.75
16,m3,NLTVU,0.400000006
16,m3,NQYQN,0.050000001
16,m3,OAKPV,0.150000006
16,m3,OCSVL,0.150000006
16,m3,ODNWH,0.200000003
16,m3,OOJMX,0.230000004
16,m3,OPAXV,0.699999988
16,m3,PEOLU,0.400000006
16,m3,PHTZT,0.100000001
16,m3,POXNY,0.400000006
16,m3,PYBWP,0.5
16,m3,PZCZV,0.25
16,m3,QECXS,0.150000006
16,m3,QHNUD,0.200000003
16,m3,QKAZU,0.200000003
16,m3,QRVVY,0.449999988
16,m3,QVBAP,0.050000001
16,m3,QXEPS,0.25
16,m3,REAVM,0.409999996
16,m3,RLFXE,0.100000001
16,m3,RRFWI,0.300000012
16,m3,RRKTM,0.400000006
16,m3,RSFYN,0.649999976
16,m3,SIBYL,0.25
16,m3,SLETN,0.400000006
16,m3,SLKSA,0.550000012
16,m3,SNJRM,0.5
16,m3,TPCGC,0.200000003
16,m3,USYLJ,0.400000006
16,m3,UUYLF,0.150000006
16,m3,UWXVV,0.400000006
16,m3,VTIEK,0.600000024
16,m3,VTWWG,0.600000024
16,m3,VWIIZ,0.800000012
16,m3,VWQJN,0.600000024
16,m3,VWTHZ,0.340000004
16,m3,WOZHY,0.25
16,m3,WSKMW,0.300000012
16,m3,WTZSC,0.400000006
16,m3,WVBUA,0.300000012
16,m3,XCRTP,0.400000006
16,m3,XYJIX,0.200000003
16,m3,YEXRD,0.200000003
16,m3,YGDVU,0.400000006
16,m3,YHEMK,0.600000024
16,m3,YHGBZ,0.400000006
16,m3,YIPBA,0.400000006
16,m3,YSSFZ,0.300000012
16,m3,ZCZJN,0.300000012
16,m3,ZDOYC,0.200000003
17,m2,AGNPX,
17,m2,AIRBM,
17,m2,ARLEI,
17,m2,BBECX,
17,m2,BHPTI,
17,m2,BIYDE,
17,m2,BKCFP,
17,m2,BNPKB,
17,m2,BZRFC,
17,m2,CHIBT,
17,m2,CHJWI,
17,m2,COGEW,
17,m2,CUCGB,
17,m2,CYLLX,
17,m2,CYWGM,
17,m2,DBEOL,
17,m2,DCRKI,
17,m2,DLIYI,
17,m2,DOPFI,
17,m2,DPJYN,
17,m2,DRIUI,
17,m2,DSMMR,
17,m2,DUYEG,
17,m2,EDRGS,
17,m2,EFVYH,
17,m2,EMHKN,
17,m2,FDEEF,
17,m2,FGOQM,
17,m2,FTHMZ,
17,m2,FZDWW,
17,m2,FZMNK,
17,m2,GLFJZ,
17,m2,GZRWQ,
17,m2,HARNQ,
17,m2,HBEWR,
17,m2,HBQXZ,
17,m2,HEJKB,
17,m2,HFNSC,
17,m2,HJBDQ,
17,m2,HJEZS,
17,m2,IBCCH,
17,m2,ITXLG,
17,m2,IXRCJ,
17,m2,JAYYJ,
17,m2,JDVOM,
17,m2,JFFDX,
17,m2,JJAGL,
17,m2,JUSNB,
17,m2,JVWRC,
17,m2,JXCTF,
17,m2,KBPUC,
17,m2,KCPRJ,
17,m2,KIYTT,
17,m2,KRWHP,
17,m2,KSQVW,
17,m2,LFMEQ,
17,m2,LYFOV,
17,m2,MHKGW,
17,m2,MLXQY,
17,m2,MPQVV,
17,m2,MWDSM,
17,m2,MWTSC,
17,m2,MXZEG,
17,m2,NDNSG,
17,m2,NERZB,
17,m2,OEXJH,
17,m2,OJYDQ,
17,m2,OLPSA,
17,m2,OPSPN,
17,m2,OTJYA,
17,m2,PDSGL,
17,m2,PGVWP,
17,m2,PPZPY,
17,m2,PVBVQ,
17,m2,PWJJQ,
17,m2,QCTQV,
17,m2,QRNNV,
17,m2,QYBZC,
17,m2,RJKJF,
17,m2,RKDZV,
17,m2,RKTOH,
17,m2,RQOBK,
17,m2,RTXTZ,
17,m2,RZIII,
17,m2,SKXRF,
17,m2,SNNRO,
17,m2,SOOYS,
17,m2,SVOWQ,
17,m2,SXMNT,
17,m2,TDFNU,
17,m2,TDLLY,
17,m2,TICTG,
17,m2,TLEEF,
17,m2,TNUTC,
17,m2,TPMTB,
17,m2,TQUSO,
17,m2,TVNAD,
17,m2,TYDLF,
17,m2,TZHAK,
17,m2,UFEYS,
17,m2,UONRK,
17,m2,UXMBH,
17,m2,UYSCS,
17,m2,VBFGR,
17,m2,VEOXL,
17,m2,VHWFI,
17,m2,VQQGL,
17,m2,VSYYJ,
17,m2,WEESC,
17,m2,WEZFA,
17,m2,WOVCG,
17,m2,WTOCY,
17,m2,WUKAA,
17,m2,XDCSW,
17,m2,XEPOZ,
17,m2,XJMAV,
17,m2,XMREM,
17,m2,XPQFY,
17,m2,YIQTI,
17,m2,YJPRG,
17,m2,YKWAH,
17,m2,YMKYG,
17,m2,YPCFD,
17,m2,YQXIE,
17,m2,YUMWF,
17,m2,YYYQL,
17,m2,ZHMDL,
17,m2,ZJGNP,
17,m3,AFKFA,0.400000006
17,m3,AYJQH,0.150000006
17,m3,BGRYT,1
17,m3,BNSRX,0.600000024
17,m3,BRCTI,0.75
17,m3,BUTQG,0.75
17,m3,BXBPO,0.75
17,m3,BYUFT,0.870000005
17,m3,CQEXW,0.200000003
17,m3,CTDTP,0.699999988
17,m3,CTPQT,0.5
17,m3,DDLIA,0.25
17,m3,DMIIF,0.5
17,m3,DOPUB,0.699999988
17,m3,EALGQ,0.5
17,m3,EXHNR,0.25
17,m3,FFVHW,0.899999976
17,m3,FJTDI,0.75
17,m3,FOMBY,0.400000006
17,m3,FRHWQ,0.300000012
17,m3,GCPKB,0.699999988
17,m3,GFHGK,0.75
17,m3,GLYRR,0.800000012
17,m3,GOQTH,0.300000012
17,m3,HDWQD,0.25
17,m3,HKTWT,0.400000006
17,m3,HSACH,0.699999988
17,m3,HWAXH,0
17,m3,HWHKM,0.100000001
17,m3,HXXGB,0.200000003
17,m3,IEZOP,0.050000001
17,m3,IKPCK,0.699999988
17,m3,IXIJM,0
17,m3,JDMRD,0.5
17,m3,JERHM,0.899999976
17,m3,JJWQH,0.899999976
17,m3,KGDEO,0.600000024
17,m3,KMTVC,0.699999988
17,m3,KPQUF,0.400000006
17,m3,KXHZX,0.699999988
17,m3,KYQVB,0.200000003
17,m3,LCSDI,0.899999976
17,m3,LJPBD,0.449999988
17,m3,LMKYB,0.400000006
17,m3,LVFGB,0.300000012
17,m3,LXMYX,0.600000024
17,m3,LYXBB,0.5
17,m3,MLVJZ,0.800000012
17,m3,MMOYA,0.699999988
17,m3,MNRLM,0.100000001
17,m3,MQOED,0.699999988
17,m3,MREFB,0.800000012
17,m3,MUPMA,0.600000024
17,m3,MYWHH,0.639999986
17,m3,NLTVU,0.5
17,m3,NQYQN,0.050000001
17,m3,OAKPV,0.200000003
17,m3,OCSVL,0.389999986
17,m3,ODNWH,0.200000003
17,m3,OOJMX,0.050000001
17,m3,OPAXV,0.200000003
17,m3,PEOLU,0.300000012
17,m3,PHTZT,0.5
17,m3,POXNY,0.25
17,m3,PYBWP,0.800000012
17,m3,PZCZV,0.100000001
17,m3,QECXS,0.02
17,m3,QHNUD,0.150000006
17,m3,QKAZU,0.600000024
17,m3,QRVVY,0.5
17,m3,QVBAP,0.899999976
17,m3,QXEPS,0.300000012
17,m3,REAVM,0.189999998
17,m3,RLFXE,0.050000001
17,m3,RRFWI,0.800000012
17,m3,RRKTM,0.699999988
17,m3,RSFYN,0.400000006
17,m3,SIBYL,0.5
17,m3,SLETN,0.5
17,m3,SLKSA,0.699999988
17,m3,SNJRM,0.200000003
17,m3,TPCGC,0.200000003
17,m3,USYLJ,0.100000001
17,m3,UUYLF,0.079999998
17,m3,UWXVV,0.800000012
17,m3,VTIEK,0.600000024
17,m3,VTWWG,0.699999988
17,m3,VWIIZ,0.899999976
17,m3,VWQJN,0.400000006
17,m3,VWTHZ,0.050000001
17,m3,WOZHY,0.75
17,m3,WSKMW,0.100000001
17,m3,WTZSC,0.400000006
17,m3,WVBUA,0.200000003
17,m3,XCRTP,0.100000001
17,m3,XYJIX,0.050000001
17,m3,YEXRD,0.349999994
17,m3,YGDVU,0.100000001
17,m3,YHEMK,0.400000006
17,m3,YHGBZ,0.550000012
17,m3,YIPBA,0.400000006
17,m3,YSSFZ,0.75
17,m3,ZCZJN,0.400000006
17,m3,ZDOYC,0
18,m2,AGNPX,
18,m2,AIRBM,
18,m2,ARLEI,
18,m2,BBECX,
18,m2,BHPTI,
18,m2,BIYDE,
18,m2,BKCFP,
18,m2,BNPKB,
18,m2,BZRFC,
18,m2,CHIBT,
18,m2,CHJWI,
18,m2,COGEW,
18,m2,CUCGB,
18,m2,CYLLX,
18,m2,CYWGM,
18,m2,DBEOL,
18,m2,DCRKI,
18,m2,DLIYI,
18,m2,DOPFI,
18,m2,DPJYN,
18,m2,DRIUI,
18,m2,DSMMR,
18,m2,DUYEG,
18,m2,EDRGS,
18,m2,EFVYH,
18,m2,EMHKN,
18,m2,FDEEF,
18,m2,FGOQM,
18,m2,FTHMZ,
18,m2,FZDWW,
18,m2,FZMNK,
18,m2,GLFJZ,
18,m2,GZRWQ,
18,m2,HARNQ,
18,m2,HBEWR,
18,m2,HBQXZ,
18,m2,HEJKB,
18,m2,HFNSC,
18,m2,HJBDQ,
18,m2,HJEZS,
18,m2,IBCCH,
18,m2,ITXLG,
18,m2,IXRCJ,
18,m2,JAYYJ,
18,m2,JDVOM,
18,m2,JFFDX,
18,m2,JJAGL,
18,m2,JUSNB,
18,m2,JVWRC,
18,m2,JXCTF,
18,m2,KBPUC,
18,m2,KCPRJ,
18,m2,KIYTT,
18,m2,KRWHP,
18,m2,KSQVW,
18,m2,LFMEQ,
18,m2,LYFOV,
18,m2,MHKGW,
18,m2,MLXQY,
18,m2,MPQVV,
18,m2,MWDSM,
18,m2,MWTSC,
18,m2,MXZEG,
18,m2,NDNSG,
18,m2,NERZB,
18,m2,OEXJH,
18,m2,OJYDQ,
18,m2,OLPSA,
18,m2,OPSPN,
18,m2,OTJYA,
18,m2,PDSGL,
18,m2,PGVWP,
18,m2,PPZPY,
18,m2,PVBVQ,
18,m2,PWJJQ,
18,m2,QCTQV,
18,m2,QRNNV,
18,m2,QYBZC,
18,m2,RJKJF,
18,m2,RKDZV,
18,m2,RKTOH,
18,m2,RQOBK,
18,m2,RTXTZ,
18,m2,RZIII,
18,m2,SKXRF,
18,m2,SNNRO,
18,m2,SOOYS,
18,m2,SVOWQ,
18,m2,SXMNT,
18,m2,TDFNU,
18,m2,TDLLY,
18,m2,TICTG,
18,m2,TLEEF,
18,m2,TNUTC,
18,m2,TPMTB,
18,m2,TQUSO,
18,m2,TVNAD,
18,m2,TYDLF,
18,m2,TZHAK,
18,m2,UFEYS,
18,m2,UONRK,
18,m2,UXMBH,
18,m2,UYSCS,
18,m2,VBFGR,
18,m2,VEOXL,
18,m2,VHWFI,
18,m2,VQQGL,
18,m2,VSYYJ,
